info: ::1 - - [26/Jul/2022:02:42:41 +0000] "POST /api/v1/users HTTP/1.1" 201 323 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [26/Jul/2022:02:43:14 +0000] "POST /api/v1/users/email HTTP/1.1" 200 58 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [26/Jul/2022:02:43:45 +0000] "POST /api/v1/users/email HTTP/1.1" 200 58 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [26/Jul/2022:02:43:55 +0000] "GET /api/v1/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6Im5laGF5YXk0ODdAYWx0cGFuby5jb20iLCJfaWQiOiI2MmRlYTJiNjRlZWQwYzJhYjg0MzZhYzMiLCJpYXQiOjE2NTg4MDM0MTl9.IUsrkkyApBjK2bqQE5ol6RAKfiHJPfRvd90TrPRTs9o HTTP/1.1" 404 47 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"

info: ::1 - - [26/Jul/2022:02:44:29 +0000] "POST /api/v1/users/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6Im5laGF5YXk0ODdAYWx0cGFuby5jb20iLCJfaWQiOiI2MmRlYTJiNjRlZWQwYzJhYjg0MzZhYzMiLCJpYXQiOjE2NTg4MDM0MTl9.IUsrkkyApBjK2bqQE5ol6RAKfiHJPfRvd90TrPRTs9o HTTP/1.1" 200 324 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [26/Jul/2022:02:54:27 +0000] "GET /api/v1/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6ImtpcmFubWNlaHNuQGdtYWlsLmNvbSIsIl9pZCI6IjYyZGY1NGExYWIzN2EzMzcyODkyNGZjNSIsImlhdCI6MTY1ODgwMzM4OX0.L76FJFOeNejxHJS8VtIJ7a0WH1usim9w6K0ayIkvjA8 HTTP/1.1" 404 47 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"

info: ::1 - - [26/Jul/2022:07:09:36 +0000] "POST /api/v1/users/forgotpassword HTTP/1.1" 200 60 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [26/Jul/2022:07:10:17 +0000] "GET /api/v1/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6ImtpcmFubWNlaHNuQGdtYWlsLmNvbSIsIl9pZCI6IjYyZGY1NGExYWIzN2EzMzcyODkyNGZjNSIsImlhdCI6MTY1ODgxOTM3MX0.uMtj3mBmDHKYjLvA0sf6svu-sbho--6EehgSHUNe6LA HTTP/1.1" 404 47 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"

info: ::1 - - [26/Jul/2022:07:34:10 +0000] "POST /api/v1/users/forgotpassword HTTP/1.1" 200 58 "-" "PostmanRuntime/7.29.2"

